Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,CUSIP,Company Name,Fiscal Year-end Month,Current Assets - Total,Assets - Total,Book Value Per Share,Cash,Cost of Goods Sold,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Total,Dividends - Total,Earnings Before Interest and Taxes,Employees,Gross Profit (Loss),Invested Capital - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Gross)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,Market Value - Total - Fiscal,Price Close - Annual - Fiscal,Standard Industry Classification Code 
66586,20191231,2019,CNXN,69318J100,PC CONNECTION INC,12,776.411,937.335,22.6727,90.06,2368.724,26.345,4.316,10.33,8.427,112.675,2.609,451.31,607.642,124.666,308.923,340.023,82.111,153.67,514.694,551.014,2820.034,597.312,0.103,1308.2927,49.66,5961
100243,20190630,2019,AMCR,G0250X107,AMCOR PLC,6,5210.1,17165,3.4528,601.6,7309.4,1624.5,794.2,5309,679.7,767.1,50,2148.8,10983.7,1953.8,4541.8,11490.3,430.2,7075.3,-398.7,1864.3,9458.2,5609,207.9,18665.505,11.49,2670
100873,20191231,2019,NLSN,G6518L108,NIELSEN HOLDINGS PLC,12,1977,14319,6.1631,454,2840,356.15,1025,7765,395,991,46,3658,10153,0,2501,11931,-415,1987,-2215,1103,6498,2195,397,7229.845,20.3,8700
102696,20190331,2018,LOGI,H50430232,LOGITECH INTERNATIONAL SA,3,1350.436,2024.124,7.0923,604.516,1694.498,165.862,0,0,113.971,277.948,6.6,1093.824,1176.339,293.495,717.819,847.785,257.573,359.345,1259.338,417.63,2788.322,1176.339,,6525.0111,39.34,3577
104432,20191231,2019,NCLH,G66721104,NORWEGIAN CRUISE LINE HLDGS,12,730.145,16684.599,30.5778,252.876,3663.261,213.082,785.484,6262.578,0,1208.169,36,2799.115,12778.157,95.427,3584.39,10169.02,930.228,17355.553,3533.578,75.109,6462.376,6515.579,289.091,12446.1196,58.41,4400
105365,20191231,2019,AMT,03027X100,AMERICAN TOWER CORP,12,2553.8,42801.6,11.4146,1501.2,2346.4,442.89,3422.7,27637.6,1680.4,2725.1,5.454,5233.9,34224.5,0,5487.7,36214.7,1887.8,26683,-3840.4,675.8,7580.3,5055.4,815.5,101784.9798,229.82,6798
105670,20191231,2019,BRKL,11373M107,BROOKLINE BANCORP INC,12,,7856.853,11.8062,77.79,103.909,80.094,659.951,267.674,35.11,152.736,0.811,273.51,1213.28,0,,6911.247,87.717,,267.659,6676.734,377.419,945.606,,1318.3472,16.46,6020
105936,20191231,2019,COLM,198516106,COLUMBIA SPORTSWEAR CO,12,1875.746,2931.591,27.3745,686.009,1526.208,67.561,64.019,371.507,65.127,394.971,8.9,1531.757,2220.954,605.968,630.915,1082.144,330.489,1264.244,1844.51,488.233,3057.965,1849.447,,6768.9366,100.19,2300
107843,20191231,2019,MRKR,57055L107,MARKER THERAPEUTICS INC,12,45.487,46.359,0.9641,43.904,22.637,45.729,0.204,0.28,0,-22.529,0.028,-22.424,44.366,0,1.993,2.273,-21.428,0.977,-327.534,0.056,0.213,44.086,0,131.6995,2.88,2836
109183,20191231,2019,PFBC,740367404,PREFERRED BANK LOS ANGELES,12,,4628.481,31.4728,498.645,65.534,14.934,0,119.708,18.176,123.383,0.279,168.653,589.723,0,,4158.466,78.371,,259.017,3687.064,234.187,470.015,,897.3841,60.09,6020
109621,20191231,2019,LBAI,511637100,LAKELAND BANCORP INC,12,,6711.236,14.3622,275.794,62.583,50.498,384.539,247.969,24.919,120.876,0.692,220.7,973.232,2.306,,5985.973,70.672,,165,5097.82,283.283,725.263,,877.6552,17.38,6020
109826,20191231,2019,MANH,562750109,MANHATTAN ASSOCIATES INC,12,232.041,372.279,2.2421,110.678,284.967,63.457,6.681,32.416,0,115.924,3.4,332.982,174.694,0,181.596,230.001,85.762,102.82,141.643,102.269,617.949,142.278,,5060.6958,79.75,7373
110039,20191231,2019,AMKR,31652100,AMKOR TECHNOLOGY INC,12,2001.533,4695.615,8.1549,894.948,2881.2,240.805,194.572,1396.862,0,233.17,29.65,1171.45,3387.101,220.602,1059.803,2705.376,120.888,7530.471,253.192,850.753,4052.65,1963.739,71.587,3130.465,13,3674
110179,20191231,2019,VTR,92276F100,VENTAS INC,12,,24692.208,28.0194,106.363,2856.147,372.809,884.394,11525.575,1172.653,848.153,0.516,1014.149,22344.705,0,,13873.078,433.016,,-3703.614,1047.169,3870.296,10445.892,460.662,21525.9917,57.74,6798
110566,20191231,2019,IOSP,45768S105,INNOSPEC INC,12,630.3,1468.8,37.4776,75.7,1000.5,24.508,11.6,81,25,149.9,2,512.8,999.9,244.6,303.5,549.9,112.2,461.9,681.1,292,1513.3,918.5,4.8,2535.1075,103.44,2810
110620,20191231,2019,ICLR,G4705A100,ICON PLC,12,1624.98,2907.512,30.1752,520.309,1974.135,53.622,377.96,76.593,0,433.406,14.65,831.704,1734.158,3.2,1131.252,1249.947,373.986,787.442,1035.459,1013.526,2805.839,1618.055,13.276,9235.3171,172.23,8731
111534,20191231,2019,MSTR,594972408,MICROSTRATEGY INC,12,753.446,916.571,50.2727,456.727,88.274,10.116,9.602,103.424,0,-1.002,2.396,398.053,611.983,0,269.818,408.012,34.355,244.439,573.838,164.716,486.327,508.559,,1442.8451,142.63,7372
111721,20191231,2019,EGBN,268948106,EAGLE BANCORP INC/MD,12,,8988.719,35.8197,7.539,118.676,33.241,280.98,247.646,22.332,244.45,0.492,336.653,1438.327,58.194,,7798.038,142.943,,708.064,7472.09,455.329,1190.681,,1616.5098,48.63,6020
111864,20191231,2019,CTSH,192446102,COGNIZANT TECH SOLUTIONS,12,7611,16204,20.1131,2645,10609,548,251,1460,451,2812,292.5,6174,12482,0,2983,5182,1842,4277,10984,3610,16783,11022,26,33986.96,62.02,7370
111880,20190930,2019,DOX,G02602103,AMDOCS,9,1675.574,5292.826,25.9693,471.632,2542.523,134.773,0,0,150.982,571.981,24.516,1544.146,3542.466,0,1207.93,1750.36,479.446,1497.541,5010.252,1041.001,4086.669,3499.957,3.911,8909.843,66.11,7370
111940,20191231,2019,FNLC,31866P102,FIRST BANCORP INC/ME,12,,2068.796,19.4979,14.433,27.408,10.899,174.85,10.105,12.963,38.55,0.245,65.432,222.613,0.433,,1856.288,25.525,,148.435,1285.436,92.84,212.508,,329.4768,30.23,6020
112111,20191231,2019,CSGP,22160N109,COSTAR GROUP INC,12,1199.165,3853.986,92.8764,1070.731,242.069,36.668,29.67,120.153,0,363.547,4.337,1157.65,3525.746,0,207.056,448.393,314.963,358.374,931.889,92.24,1399.719,3405.593,2.615,21938.4644,598.3,7370
112168,20191231,2019,RSG,760759100,REPUBLIC SERVICES INC,12,1606,22683.8,25.4649,47.1,6348.6,318.8,981.4,7971.1,499.4,1767.6,36,3950.8,16092,56.8,3064.6,14562.9,1073.3,17900.2,5319.5,1402.6,10299.4,8118.2,380.2,28574.044,89.63,4953
112572,20191231,2019,FMAO,30779N105,FARMERS & MERCHANTS BCP/OH,12,,1607.33,20.675,50.137,15.897,11.137,34.808,38.071,6.734,33.648,0.357,64.148,268.329,4.462,,1377.072,18.402,,161.179,1211.771,80.045,230.258,,335.7806,30.15,6020
112721,20191231,2019,RBCAA,760281204,REPUBLIC BANCORP INC/KY,12,,5620.319,36.4916,385.303,70.515,20.943,847.617,147.77,21.892,141.445,1.092,277.547,912.014,32.417,,4856.075,91.699,,617.269,4389.8,348.062,764.244,,980.1324,46.8,6020
113490,20191231,2019,CCI,22822V101,CROWN CASTLE INTL CORP,12,1204,38457,21.2476,196,1986,416,399,23532,2030,1591,5.1,3777,34021,0,1920,27968,860,30467,-7370,596,5763,10489,703,59134.4,142.15,6798
114524,20191231,2019,EBAY,278642103,EBAY INC,12,4706,18174,3.6055,975,1873,796,1192,7230,491,2398,13.3,8927,10100,0,4066,15304,1786,7097,18138,1332,10800,2870,311,28743.56,36.11,7370
114628,20191231,2019,GS,38141G104,GOLDMAN SACHS GROUP INC,12,,992968,218.524,133546,27827,361.8,238400,221414,2113,24391,38.3,26095,313392,315403,,900990,8466,34196,104981,314257,53922,90265,13808,83188.674,229.93,6211
116504,20191231,2019,SNBR,83125X103,SLEEP NUMBER CORP,12,160.368,806.043,-5.7019,1.593,584.563,27.961,290.561,298.09,0,112.095,4.476,1113.789,138.659,87.065,594.774,965.474,81.845,817.509,-159.711,19.978,1698.352,-159.431,11.591,1376.7996,49.24,2510
116772,20191231,2019,BCOR,95229100,BLUCORA INC,12,139.143,1137.572,13.4759,80.82,361.4,47.753,14.5,387.401,0,76.672,0.69,356.545,1030.916,0,93.532,494.057,48.148,48.029,-915.063,40.344,717.945,643.515,20.287,1248.2634,26.14,6211
117036,20191231,2019,GDEN,381013101,GOLDEN ENTERTAINMENT INC,12,160.429,1740.917,10.3929,111.678,578.512,27.879,42.38,1314.675,0,50.524,8,394.898,1604.419,8.237,132.764,1451.173,-39.545,1505.593,-172.178,16.247,973.41,289.744,74.22,535.8344,19.22,7990
117141,20191231,2019,EFSC,293712105,ENTERPRISE FINL SERVICES CP,12,,7333.791,32.6709,74.769,72.789,26.543,400.886,243.411,16.568,176.499,0.805,281.521,1110.596,48.716,,6466.606,92.739,,398.486,5271.049,354.31,867.185,,1279.638,48.21,6020
117768,20190131,2018,NVDA,67066G104,NVIDIA CORP,1,10557,13292,15.4158,782,4248,606,0,1988,371,3848,13.277,7468,11330,1575,1329,3950,4141,2171,12553,1424,11716,9342,58,87112.5,143.75,3674
118042,20191231,2019,EWBC,27579R104,EAST WEST BANCORP INC,12,,44196.096,34.4557,536.221,513.172,145.625,328.669,906.268,155.3,962.897,3.294,1578.505,5923.885,0.559,,39178.479,674.035,,3670.969,34420.252,2091.677,5017.617,,7091.9375,48.7,6020
118122,20191231,2019,APTV,G6095L109,APTIV PLC,12,5319,13459,14.9596,412,11140,255.288,487,4300,226,1432,141,3217,8311,1286,4054,9448,990,6330,2171,2829,14357,3819,164,24244.7014,94.97,3714
118223,20190630,2019,EPAY,101388106,BOTTOMLINE TECHNOLOGIES INC,6,213.061,669.229,9.1825,92.164,158.316,41.315,0,110,0,9.608,1.9,263.646,489.377,0,125.626,289.852,9.432,102.294,-215.013,77.285,421.962,379.377,3.783,1827.7756,44.24,7370
118525,20191231,2019,EBTC,293668109,ENTERPRISE BANCORP INC/MA,12,,3235.049,25.0859,39.927,22.431,11.825,95.697,33.452,7.54,60.378,0.538,130.996,330.093,0.601,,2938.408,34.2,,202.353,2531.845,153.427,296.641,,400.5128,33.87,6020
119275,20191231,2019,MKSI,55306N104,MKS INSTRUMENTS INC,12,1433.547,3416.32,37.0603,414.572,1019.086,54.596,32.731,916.426,43.528,276.246,5.5,880.687,2939.77,462.146,317.681,1392.976,140.386,899.885,1158.926,344.591,1899.773,2023.344,43.919,6006.106,110.01,3823
119314,20191231,2019,BKNG,09857L108,BOOKING HOLDINGS INC,12,9833,21402,143.2504,6312,0,41.417,1149,8102,0,5420,26.4,15066,14035,0,5366,15469,4865,2285,23041,1680,15066,5933,266,85059.3354,2053.73,7370
119414,20190930,2019,CFFN,14057J101,CAPITOL FEDERAL FINL INC,9,,9340.018,9.6941,21.561,124.314,137.849,1090,1149.989,134.929,149.962,0.773,227.598,2486.315,1.345,,8003.692,94.243,,159.378,7416.747,351.912,1336.326,,1899.5592,13.78,6035
120318,20191231,2019,TOWN,89214P109,TOWNEBANK,12,,11947.663,22.5844,420.098,118.841,72.65,416.717,406.065,50.836,260.549,2.853,554.572,2059.759,434.593,,10293.969,138.783,,478.488,8361.054,673.413,1640.755,,2021.123,27.82,6020
121077,20190930,2019,FFIV,315616102,F5 NETWORKS INC,9,1511.586,3390.275,29.1798,599.219,297.404,60.367,0,0,0,595.278,5.325,1945.043,1761.497,34.401,1105.526,1628.778,427.734,418.185,1618.9,401.436,2242.447,1761.497,0,8476.7341,140.42,7373
121382,20191231,2019,SBAC,78410G104,SBA COMMUNICATIONS CORP,12,334.271,9759.941,-32.807,108.309,493.031,111.775,769.105,12091.735,83.387,631.819,1.475,1521.614,8440.78,0,1048.293,13410.896,146.991,8557.997,-6129.46,158.438,2014.645,-3667.007,416.395,26936.6573,240.99,6798
121440,20191231,2019,UTHR,91307C102,UNITED THERAPEUTICS CORP,12,1864.5,3913.4,63.3565,738.4,71.7,43.885,251.8,603,0,621.2,0.92,1377.1,3383.4,93.4,463,1133,-104.5,1012.7,3311,151.4,1448.8,2780.4,44.2,3865.3908,88.08,2834
121673,20191231,2019,STMP,852857200,STAMPS.COM INC,12,274.683,902.496,39.0877,156.307,149.548,17.029,55.782,14.191,0,93.563,1.313,422.302,679.816,3.9,184.668,236.871,59.229,79.364,160.654,75.198,571.85,665.625,2.513,1422.2621,83.52,7370
121718,20191231,2019,JNPR,48203R104,JUNIPER NETWORKS INC,12,3209.8,8837.7,13.7261,1215.8,1613.8,335.9,42.3,1842,260.1,496,9.419,2831.6,6452.6,90.6,1543.9,4227.1,345,2216.3,-2759.9,879.7,4445.4,4610.6,88.7,8273.217,24.63,3576
121815,20191231,2019,ECPG,292554102,ENCORE CAPITAL GROUP INC,12,,4909.95,32.8711,192.335,484.798,31.097,197.041,3410.003,0,457.063,7.255,912.883,4435.409,0,,3884.544,167.869,265.335,799.292,3328.997,1397.681,1022.193,226.76,1099.5899,35.36,6153
122078,20191231,2019,EGOV,62914B100,NIC INC,12,312.723,362.359,3.6723,214.38,217.126,66.968,3.776,7.373,21.649,65.019,1,137.079,253.301,0,100.592,116.431,50.43,52.586,122.713,85.399,354.205,245.928,,1496.7348,22.35,7370
122172,20191231,2019,JCOM,48123V102,J2 GLOBAL INC,12,886.89,3505.846,27.5143,575.615,185.526,47.655,412.459,1166.999,43.918,300.42,3.09,1186.528,2478.191,0,833.104,2194.654,218.806,479.941,845.064,261.928,1372.054,1311.192,69.573,4465.7501,93.71,7370
122257,20191231,2019,BMRN,09061G101,BIOMARIN PHARMACEUTICAL INC,12,1942.143,4690.039,17.3622,437.446,307.666,179.838,372.582,537.038,0,-104.845,3.001,1396.382,3659.419,680.275,932.503,1567.658,-23.848,1619.402,-1700.545,377.404,1704.048,3122.381,23.46,15205.3029,84.55,2836
122394,20191231,2019,PRFT,71375U101,PERFICIENT INC,12,211.897,640.492,12.0243,70.728,354.213,31.687,8.992,144.313,0,56.529,3.454,211.314,525.328,0,84.584,259.477,37.125,55.572,187.125,129.118,565.527,381.015,7.418,1459.8201,46.07,7370
122902,20190331,2018,NTCT,64115T104,NETSCOUT SYSTEMS INC,3,801.222,3269.994,26.613,409.632,192.688,77.61,0,550,0,-6.568,2.585,717.23,2615.433,26.27,379.936,1204.561,-73.324,232.76,355.454,235.318,909.918,2065.433,26.143,2178.5127,28.07,7373
122915,20191231,2019,ARLP,01877R108,ALLIANCE RESOURCE PTNRS  -LP,12,319.585,2586.694,9.8765,36.482,1316.063,126.916,24.776,784.734,274.755,259.498,3.602,645.657,2050.158,101.305,195.586,1321.27,399.414,3701.668,,161.935,1961.72,1253.489,47.086,1373.2311,10.82,1220
124046,20191231,2019,DHC,25525P107,DIVERSIFIED HEALTHCARE TRUST,12,,6653.826,11.503,37.357,893.296,237.897,453.799,3047.862,199.719,99.916,0,150.046,5924.912,0,,3776.776,-88.234,0,-1878.371,1.99,1043.342,2736.519,181.236,2007.8507,8.44,6798
124434,20191231,2019,BLK,09247X101,BLACKROCK INC,12,,168622,216.1547,4829,8656,155.199,0,5926,2096,5604,16.2,5883,40855,1249,,133693,4476,2264,21091,3580,14539,33547,203,78018.5373,502.7,6282
125074,20191231,2019,RDWR,M81873107,RADWARE LTD,12,222.533,595.657,8.5298,40.751,33.96,46.347,5.193,13.914,,17.163,,218.112,409.245,13.94,125.999,200.326,22.566,,125.266,22.61,252.072,395.331,,1194.8257,25.78,3576
125595,20191231,2019,AKAM,00971T101,AKAMAI TECHNOLOGIES INC,12,2231.613,7006.886,22.5798,393.745,698.556,162.001,139.463,2531.972,0,583.518,7.724,2195.061,6189.93,0,693.336,3348.928,478.035,3789.513,2.852,551.943,2893.617,3657.958,55.565,13993.6464,86.38,7370
125794,20191231,2019,NEO,64049M209,NEOGENOMICS INC,12,290.738,709.506,4.8426,173.016,202.594,104.781,13.813,119.062,0,16.201,1.7,206.236,626.47,14.405,63.904,202.098,8.006,159.489,-12.975,95.242,408.83,507.408,3.713,3064.8443,29.25,8071
126056,20191231,2019,KTOS,50077B207,KRATOS DEFENSE & SECURITY,12,522.2,1186,5.3837,172.6,517.3,106.636,10.5,371.1,0,41.2,3,200.2,960.2,61.1,182.7,596.9,12.5,240.7,-712.4,264.4,717.5,574.1,23.5,1920.5144,18.01,7370
126136,20191231,2019,CHTR,16119P108,CHARTER COMMUNICATIONS INC,12,6471,148188,149.7552,3483,29224,209.976,3718,76615,0,6614,95.1,16540,115426,0,12385,109377,1668,63339,40,2227,45764,31445,3797,101855.1581,485.08,4841
126296,20191231,2019,EXPE,30212P303,EXPEDIA GROUP INC,12,7735,21416,27.8193,3315,2077,142.599,868,4721,195,961,25.4,9990,10272,0,10714,15865,565,5642,662,2594,12067,3967,173,15420.6559,108.14,4700
126554,20191031,2019,A,00846U101,AGILENT TECHNOLOGIES INC,10,3189,9452,15.3622,1382,2140,309.071,616,1791,206,1035,16.3,3023,6539,679,2080,4704,1071,1775,-532,930,5163,4748,74,23412.1283,75.75,3826
127377,20191231,2019,BGCP,05541T101,BGC PARTNERS INC,12,,3916.12,1.9385,415.379,1865.122,353.799,4.962,1330.085,192.442,159.643,5.2,239.109,2097.46,57.525,,3148.745,55.707,615.641,-1274.856,1659.723,2104.231,685.826,59.077,2101.5661,5.94,6211
128978,20191231,2019,PKG,695156109,PACKAGING CORP OF AMERICA,12,2478.4,7235.8,32.4441,679.5,4931.3,94.655,64.1,2670.4,299.7,1086.7,15.5,2033,5741.4,794.1,723.8,4164.8,696.4,7253.7,2545.3,872.1,6964.3,3071,93.5,10600.4135,111.99,2650
133288,20191231,2019,SLAB,826919102,SILICON LABORATORIES INC,12,943.859,1674.853,25.6357,227.146,310.332,43.496,0,368.257,0,62.588,1.545,527.222,1483.308,73.057,137.701,559.802,19.265,281.394,981.254,75.639,837.554,1115.051,20.233,5044.6661,115.98,3674
133366,20191231,2019,EW,2.8176E+112,EDWARDS LIFESCIENCES CORP,12,2984,6488.1,19.8388,1179.1,952,209.1,25.5,653.3,0,1280.4,13.9,3396,4801.6,640.9,902.4,2339.8,1046.9,1652.7,3585.6,599.1,4348,4148.3,20.7,48780.939,233.29,3842
133504,20191231,2019,LMNX,5.5027E+106,LUMINEX CORP,12,202.47,543.729,10.4875,59.173,133.677,44.325,5.053,17.182,13.66,-10.979,1.257,200.961,482.042,77.084,58.069,78.869,-3.838,185.803,84.512,55.815,334.638,464.86,,1026.567,23.16,2835
133726,20190930,2019,CCMP,12709P103,CABOT MICROELECTRONICS CORP,9,508.556,2261.766,33.6888,188.495,477.929,29.101,13.313,928.463,48.454,231.896,2.047,559.767,1908.84,145.278,171.46,1281.389,39.215,571.031,438.263,146.113,1037.696,980.377,45.681,4109.3522,141.21,2890
133768,20191231,2019,MET,59156R108,METLIFE INC,12,,740463,68.5419,16598,55853,915.338,268,19230,1821,8144,49,13891,85612,0,,674081,5899,4188,46130,114175,69744,66144,979,46654.7779,50.97,6311
133868,20191231,2019,LXRX,528872302,LEXICON PHARMACEUTICALS INC,12,337.754,417.715,1.1019,36.112,148.336,106.272,11.565,235.273,0,170.083,0.184,173.737,352.374,4.243,65.341,300.614,130.133,77.443,-1341.36,56.532,322.073,117.101,20.676,441.0288,4.15,2835
133869,20191231,2019,LPSN,538146101,LIVEPERSON INC,12,278.107,512.71,2.3269,176.523,69.183,63.833,6.602,191.877,0,-77.015,1.341,222.426,340.412,0,170.433,364.175,-96.071,177.204,-288.086,87.62,291.609,148.535,9.999,2361.821,37,7370
133871,20191231,2019,SGMO,800677106,SANGAMO THERAPEUTICS INC,12,405.473,637.516,3.7298,80.428,203.678,115.973,3.214,41.192,0,-105.18,0.354,-101.25,473.931,0,69.872,204.777,-95.186,118.896,-659.434,37.591,102.428,432.554,,970.694,8.37,2836
133885,20191231,2019,EXEL,30161Q104,EXELIXIS INC,12,1011.19,1885.67,5.5308,266.501,24.749,304.831,2.728,48.011,0,369.47,0.617,943.026,1733.981,12.886,142.746,199.7,321.012,116.287,-556.282,120.173,967.775,1685.97,0,5371.1222,17.62,2836
133905,20191231,2019,NVMI,M7516K103,NOVA MEASURING INSTRUMENTS,12,302.931,400.443,11.2311,31.748,93.746,28.006,2.236,31.077,0,38.737,0.646,131.163,345.616,48.362,46.949,85.904,35.171,96.371,193.728,51.603,224.909,314.539,0.099,1059.467,37.83,3823
134044,20191231,2019,SINA,G81477104,SINA CORP,12,4611.844,7468.828,,1951.886,493.428,69.368,267.621,1717.592,,496.088,,1669.527,5615.505,0,1719.203,3570.915,-70.542,,,827.974,2162.955,2638.481,,2769.8642,39.93,7370
134932,20191231,2019,ON,682189105,ON SEMICONDUCTOR CORP,12,3020,8425.5,8.0272,894.2,3115,411.313,762.1,2964.4,0,663.4,34.8,2402.9,6288.5,1232.4,1818.4,5101.4,211.7,5371.2,1137,705,5517.9,3301.7,148.3,10027.8109,24.38,3674
135990,20191231,2019,NRG,629377508,NRG ENERGY INC,12,3088,12531,6.6587,345,8122,248.996,161,6286,32,1326,4.577,1699,7964,383,2359,10853,4438,4809,-1808,1025,9821,1658,416,9897.591,39.75,4911
136186,20191231,2019,INSM,457669307,INSMED INC,12,555.194,742.299,2.9178,487.429,361.531,89.682,12.261,384.777,0,-235.245,0.435,-225.064,646.451,28.313,85.24,480.625,-254.337,132.376,-1536.509,19.232,136.467,261.674,27.705,2141.6062,23.88,2836
136265,20191231,2019,PACW,695263103,PACWEST BANCORP,12,,26770.806,41.3643,172.585,227.264,119.782,1759,603.571,289.048,734.081,1.835,1135.191,5558.268,0.44,,21816.109,468.636,,1730.906,18708.087,1362.455,4954.697,,4584.0571,38.27,6020
136648,20191231,2019,VC,92839U206,VISTEON CORP,12,1345,2271,17.1698,466,2519,27.956,67,487,0,105,11,426,1082,169,798,1676,70,963,1412,632,2945,480,13,2420.71,86.59,3714
136725,20191231,2019,ISRG,#DIV/0!,INTUITIVE SURGICAL INC,12,4662.6,9733.2,71.2397,1167.6,1168.6,116,7.7,68.7,0,1387.2,7.326,3309.9,8353.4,595.5,1030.2,1448.5,1379.3,1910.4,2506.9,708.3,4478.5,8263.8,0,68573.4,591.15,3845
137310,20190131,2018,MRVL,G5876H105,MARVELL TECHNOLOGY GROUP LTD,1,1395.258,10016.752,11.0953,582.41,879.209,658.514,0,1732.699,148.081,405.49,5.275,1986.582,9039.109,276.005,636.796,2710.342,-179.094,1031.839,1116.495,493.122,2865.791,7306.41,60.362,12202.2644,18.53,3674
137435,20191231,2019,NTES,64110W102,NETEASE INC,12,12224.57,16105.658,,466.312,3601.377,127.961,2417.223,,,1980.903,,4908.081,10491.749,93.447,5493.265,,3050.577,,,598.891,8509.458,8827.272,,,306.64,7370
137573,20191231,2019,ENTG,29362U104,ENTEGRIS INC,12,932.397,2516.086,8.6537,351.911,795.558,134.727,14.025,976.311,40.805,295.412,5.3,795.508,2142.2,287.098,264.433,1350.197,254.86,1052.128,328.868,234.409,1591.066,1165.889,46.962,6748.4754,50.09,3559
137602,20191231,2019,ACLS,54540208,AXCELIS TECHNOLOGIES INC,12,375.679,548.094,12.8718,139.881,196.206,32.585,3.543,50.702,0,24.205,1.009,146.752,470.129,140.364,68.664,128.667,17.034,115.838,-140.484,83.753,342.958,419.427,5.155,785.1356,24.095,3559
138122,20191231,2019,ARNA,40047607,ARENA PHARMACEUTICALS INC,12,759.934,1174.123,21.3563,243.274,320.452,50.171,5.114,57.013,0,482.746,0.32,485.979,1128.478,0,44.967,102.658,397.555,85.722,-1101.694,1.654,806.431,1071.465,4.791,2278.7668,45.42,2836
138205,20191231,2019,ILMN,452327109,ILLUMINA INC,12,4451,7316,31.381,2042,888,147,45,1836,0,1040,7.7,2655,6449,359,665,2703,1002,2012,4072,573,3543,4613,52,48765.78,331.74,3826
138483,20191231,2019,BRKR,116794108,BRUKER CORP,12,1796.3,2771.5,5.8824,678.3,984.2,154.156,21.1,859.8,25,324.9,7.23,1088.4,1798,577.2,645.6,1833.3,197.2,797.3,1249.2,406.1,2072.6,906.8,16,7857.3313,50.97,3826
138743,20191231,2019,EQIX,29444U700,EQUINIX INC,12,2872.616,23965.615,103.6316,1869.577,1525.347,85.308,941.672,12345.645,825.893,1165.892,8.378,4036.793,21186.027,0,2157.863,15125.233,507.45,19562.614,-3711.657,858.34,5562.14,8840.606,511.857,49794.2796,583.7,6798
139025,20191231,2019,PNFP,72346Q104,PINNACLE FINL PARTNERS INC,12,,27805.496,56.8903,294.946,329.077,76.564,748.872,2275.559,49.828,604.744,2.487,1002.685,6631.307,128.892,,23449.748,400.881,,1214.717,19693.099,1331.762,4355.748,,4900.096,64,6020
139665,20191231,2019,MCO,615369105,MOODY'S CORP,12,3679,10265,3.2607,1832,1387,187.687,89,6066,380,2091,11.081,3442,6903,0,1912,9428,1422,1587,9217,1419,4829,612,164,44558.7707,237.41,7323
139804,20191231,2019,TTMI,87305R109,TTM TECHNOLOGIES INC,12,1342.684,3560.933,12.1224,400.154,2116.229,105.51,258.153,1242.479,0,134.004,25.7,573.079,2521.516,122.019,946.666,2281.896,41.301,2150.763,464.223,791.899,2689.308,1279.037,83.234,1587.9255,15.05,3672
140541,20190630,2019,TPR,876030107,TAPESTRY INC,6,2556.8,6877.3,12.2503,969.2,1677.4,286.8,0.8,1601.9,391,908.5,21,4349.7,5115.3,778.3,918,3363.9,643.4,2139.3,208.4,353.9,6027.1,3513.4,66.9,9100.164,31.73,3100
141277,20191231,2019,EXAS,30063P105,EXACT SCIENCES CORP,12,556.959,3505.768,15.499,177.254,182.505,147.626,8.725,946.302,0,-170.946,4.11,693.788,3234.363,61.724,236.494,1217.707,-83.993,659.4,-1119.856,132.267,876.293,2288.061,50.341,13652.4525,92.48,8731
141384,20191231,2019,ALGN,16255101,ALIGN TECHNOLOGY INC,12,1633.419,2500.702,17.1633,550.425,583.909,78.433,15.737,43.463,0,514.483,14.53,1822.887,1389.632,112.051,970.97,1154.533,442.776,917.49,439.224,620.976,2406.796,1346.169,,21885.9443,279.04,3843
141459,20191231,2019,GRMN,H2906T109,GARMIN LTD,12,3057.85,6166.799,25.1382,1027.567,1425.383,190.686,14.762,49.238,434.044,945.586,15,2332.122,4842.734,752.908,1035.933,1373.303,952.486,1469.586,3284.935,706.763,3757.505,4793.496,,18603.3262,97.56,3812
141460,20191231,2019,SGEN,812578102,SEATTLE GENETICS INC,12,1176.641,2205.866,10.909,274.562,20.178,171.994,9.445,67.607,0,-220.545,1.605,896.535,1943.894,85.932,259.357,329.579,-158.65,365.086,-1483.009,236.001,916.713,1876.287,,19652.0344,114.26,2836
141846,20191231,2019,ACAD,4225108,ACADIA PHARMACEUTICALS INC,12,760.25,783.183,4.5026,189.68,141.581,155.275,3.434,6.361,0,-246.545,0.503,197.495,705.496,6.341,74.826,84.048,-235.259,18.036,-1703.825,37.874,339.076,699.135,,6642.6645,42.78,2836
141913,20191231,2019,GPN,37940X102,GLOBAL PAYMENTS INC,12,4366.448,44480.162,92.7826,1678.273,1153.668,300.226,587.186,9487.852,63.498,1047.017,24,3758.224,37542.841,0,3579.346,16425.173,430.613,2434.706,2022.44,2249.01,4911.892,27855.747,270.8,54809.2586,182.56,7374
