tic,conm_x,Last Price,YTD Ret,1-mth Ret,3-mth Ret,12-mth Ret,BothSP-NASDAQ,SP500,Ticker,gvkey,datadate,fyear,cusip,conm_y,fyr,exchg,cik,fic,addzip,city,gsubind,naics,sic,state,PERMNO,date,NCUSIP,COMNAM,PERMCO,CUSIP 
FORR,Forrester Resrch,26.83,-0.3566,-0.2817,-0.3629,-0.4517,0,0, FORR,64061,20191231,2019,346563109,FORRESTER RESEARCH INC,12,14,1023313,USA,2140,Cambridge,20202020,541910,8700,MA,84210,20191231,34656310,FORRESTER RESEARCH INC,15190,34656310
FOX,Fox Corp Cl B,21.59,-0.4069,-0.297,-0.4019,-0.3918,1,1, FOX,,,,,,,,,,,,,,,,90442,20190228,90130A20,TWENTY FIRST CENTURY FOX INC,21287,90130A40
FOXA,Fox Corp Cl A,22.3,-0.3984,-0.2804,-0.3918,-0.3819,1,1, FOXA,34636,20190630,2019,35137L105,FOX CORP,6,14,1754301,USA,10036,New York,50201020,515120,4833,NY,90441,20190228,90130A10,TWENTY FIRST CENTURY FOX INC,21287,90130A30
FOXF,Fox Factory Cp,36.15,-0.4804,-0.4043,-0.4819,-0.509,0,0, FOXF,18320,20191231,2019,35138V102,FOX FACTORY HOLDING CP,12,14,1424929,USA,30517,Braselton,25101010,336991,3751,GA,14097,20191231,35138V10,FOX FACTORY HOLDING CORP,54509,35138V10
FPRX,Five Prime Thera,2.14,-0.5338,-0.4729,-0.5103,-0.8402,0,0, FPRX,18430,20191231,2019,33830X104,FIVE PRIME THERAPEUTICS INC,12,14,1175505,USA,94080,South San Francisco,35201010,325414,2836,CA,14161,20191231,33830X10,FIVE PRIME THERAPEUTICS INC,54558,33830X10
FRC,First Republic Bank,81.78,-0.3037,-0.1963,-0.305,-0.2155,0,1, FRC,14275,20191231,2019,33616C100,FIRST REPUBLIC BANK,12,11,1132979,USA,94111,San Francisco,40101015,522110,6020,CA,12448,20191231,33616C10,FIRST REPUBLIC BANK S F NEW,53609,33616C10
FRME,First Merchants Corp,25.02,-0.3984,-0.3046,-0.3933,-0.3384,0,0, FRME,16845,20191231,2019,320817109,FIRST MERCHANTS CORP,12,14,712534,USA,47305,Muncie,40101015,522110,6020,IN,75605,20191231,32081710,FIRST MERCHANTS CORP,10218,32081710
FRPT,Freshpet Inc CS,59.67,0.0098,-0.1731,-0.0158,0.4251,0,0, FRPT,21798,20191231,2019,358039105,FRESHPET INC,12,14,1611647,USA,7094,Secaucus,30202030,311111,2040,NJ,15067,20191231,35803910,FRESHPET INC,55111,35803910
FRT,Federal Realty Investment Trust,65.81,-0.4888,-0.4389,-0.4783,-0.521,0,1, FRT,4605,20191231,2019,313747206,FEDERAL REALTY INVESTMENT TR,12,11,34903,USA,20852,Rockville,60101070,531120,6798,MD,58413,20191231,31374720,FEDERAL REALTY INVESTMENT TRUST,20697,31374720
FSLR,First Solar Inc,34.38,-0.3856,-0.2223,-0.3971,-0.3732,0,0, FSLR,175404,20191231,2019,336433107,FIRST SOLAR INC,12,14,1274494,USA,85281,Tempe,45301020,334413,3674,AZ,91611,20191231,33643310,FIRST SOLAR INC,51447,33643310
FSV,Firstsrvce Sub VT Sh,70.49,-0.2424,-0.2954,-0.2543,-0.2031,0,0, FSV,24116,20191231,2019,3.38E+206,FIRSTSERVICE CORP,12,14,1637810,CAN,M5S 2B4,Toronto,60102040,531311,6531,ON,15336,20191231,3.38E+24,FIRSTSERVICE CORP NEW,55248,3.38E+24
FTDR,Frontdoor Inc,30.5,-0.3568,-0.3189,-0.3556,-0.1045,0,0, FTDR,33951,20191231,2019,35905A109,FRONTDOOR INC,12,14,1727263,USA,38103,Memphis,25302020,236118,1520,TN,18064,20191231,35905A10,FRONTDOOR INC,56500,35905A10
FTI,Technipfmc Plc,7.17,-0.6656,-0.5003,-0.6677,-0.6996,0,1, FTI,30923,20191231,2019,G87110105,TECHNIPFMC PLC,12,11,1681459,GBR,EC4M 8AP,London,10101020,237120,1389,,16538,20191231,G8711010,TECHNIPFMC PLC,55833,G8711010
FTNT,Fortinet Inc,101.44,-0.0498,-0.0202,-0.0879,0.1594,1,1, FTNT,183377,20191231,2019,3.50E+113,FORTINET INC,12,14,1262039,USA,94086,Sunnyvale,45103020,334118,3577,CA,93132,20191231,3.50E+14,FORTINET INC,53286,3.50E+14
FTR,Frontier Commun Cp,0.35,-0.6066,-0.3396,-0.527,-0.8498,0,0, FTR,,,,,,,,,,,,,,,,23887,20191231,35906A30,FRONTIER COMMUNICATIONS CORP,925,35906A30
FTSV,Forty Seven Inc,95.46,1.4247,0.0129,1.4892,4.6923,0,0, FTSV,33696,20191231,2019,34983P104,FORTY SEVEN INC,12,14,1667633,USA,94025,Menlo Park,35201010,325414,2836,CA,17883,20191231,34983P10,FORTY SEVEN INC,56406,34983P10
FTV,Fortive Corp,54.28,-0.2894,-0.2176,-0.2972,-0.3726,0,1, FTV,26590,20191231,2019,34959J108,FORTIVE CORP,12,11,1659166,USA,98203,Everett,20106020,334519,3829,WA,16087,20191231,34959J10,FORTIVE CORP,55585,34959J10
FULT,Fulton Financial Cor,10,-0.4263,-0.3273,-0.4299,-0.3769,0,0, FULT,14172,20191231,2019,360271100,FULTON FINANCIAL CORP,12,14,700564,USA,17604,Lancaster,40101015,522110,6020,PA,88197,20191231,36027110,FULTON FINANCIAL CORP PA,5440,36027110
FWONK,Liberty Media F1 Series K,21.87,-0.5242,-0.4199,-0.5248,-0.3876,0,0, FWONK,,,,,,,,,,,,,,,,14811,20191231,53122985,LIBERTY MEDIA CORP 3RD NEW,54311,53122985
FWRD,Foward Air Corp,46.5,-0.3352,-0.21,-0.3305,-0.2806,0,0, FWRD,29206,20191231,2019,349853101,FORWARD AIR CORP,12,14,912728,USA,37745,Greeneville,20301010,484110,4210,TN,79841,20191231,34985310,FORWARD AIR CORP,12577,34985310
GABC,German Amer Bncp Inc,25.72,-0.2779,-0.1466,-0.2724,-0.1386,0,0, GABC,28278,20191231,2019,373865104,GERMAN AMERICAN BANCORP INC,12,14,714395,USA,47546,Jasper,40101015,522110,6020,IN,79166,20191231,37386510,GERMAN AMERICAN BANCORP INC,12139,37386510
GASS,Stealthgas Inc,1.96,-0.4286,-0.2374,-0.44,-0.44,0,0, GASS,,,,,,,,,,,,,,,,90950,20191231,Y8166910,STEALTHGAS INC,47878,Y8166910
GBCI,Glacier Bancorp Inc,32.88,-0.2851,-0.1462,-0.2818,-0.2017,0,0, GBCI,16832,20191231,2019,37637Q105,GLACIER BANCORP INC,12,14,868671,USA,59901,Kalispell,40101015,522110,6020,MT,87952,20191231,37637Q10,GLACIER BANCORP INC NEW,6944,37637Q10
GBT,Global Blood Ther,52.66,-0.3375,-0.1408,-0.3299,-0.0883,0,0, GBT,25349,20191231,2019,37890U108,GLOBAL BLOOD THERAPEUTICS,12,14,1629137,USA,94080,South San Francisco,35201010,325414,2836,CA,15638,20191231,37890U10,GLOBAL BLOOD THERAPEUTICS INC,55393,37890U10
GD,General Dynamics Corp,125.68,-0.2873,-0.2196,-0.3025,-0.2508,0,1, GD,5046,20191231,2019,369550108,GENERAL DYNAMICS CORP,12,11,40533,USA,20190,Reston,20101010,336411,3721,VA,12052,20191231,36955010,GENERAL DYNAMICS CORP,20791,36955010
GDEN,Golden Entmt,5.26,-0.7263,-0.6345,-0.7184,-0.662,0,0, GDEN,117036,20191231,2019,381013101,GOLDEN ENTERTAINMENT INC,12,14,1071255,USA,89118,Las Vegas,25301010,713210,7990,NV,86578,20191231,38101310,GOLDEN ENTERTAINMENT INC,16368,38101310
GDS,Gds Holdings Ltd,51.2,-0.0074,-0.1415,-0.0464,0.3467,0,0, GDS,,,,,,,,,,,,,,,,16461,20191231,36165L10,G D S HOLDINGS LTD,55789,36165L10
GE,General Electric Company,6.73,-0.397,-0.3814,-0.4378,-0.3337,0,1, GE,5047,20191231,2019,369604103,GENERAL ELECTRIC CO,12,11,40545,USA,2210,Boston,20105010,999977,9997,MA,12060,20191231,36960410,GENERAL ELECTRIC CO,20792,36960410
GEOS,Geospace Technologie,5.6,-0.6661,-0.5083,-0.6511,-0.5836,0,0, GEOS,65896,20190930,2019,37364X109,GEOSPACE TECHNOLOGIES CORP,9,14,1001115,USA,77040,Houston,10101020,334519,3829,TX,85567,20191231,37364X10,GEOSPACE TECHNOLOGIES CORP,15841,37364X10
GGAL,Grupo Fin Galicia,7.34,-0.5478,-0.4336,-0.5354,-0.6991,0,0, GGAL,,,,,,,,,,,,,,,,88442,20191231,39990910,GRUPO FINANCIERO GALICIA S A,37935,39990910
GH,Guardant Health Inc,60.49,-0.2259,-0.1827,-0.2281,-0.1361,0,0, GH,34102,20191231,2019,40131M109,GUARDANT HEALTH INC,12,14,1576280,USA,94063,Redwood City,35102015,325413,2835,CA,18135,20191231,40131M10,GUARDANT HEALTH INC,56534,40131M10
GILD,Gilead Sciences Inc,78.21,0.2036,0.0539,0.2019,0.1733,1,1, GILD,24856,20191231,2019,375558103,GILEAD SCIENCES INC,12,14,882095,USA,94404,Foster City,35201010,325414,2836,CA,77274,20191231,37555810,GILEAD SCIENCES INC,11300,37555810
GIS,General Mills,56.71,0.0588,0.098,0.0918,0.1277,0,1, GIS,5071,20190531,2018,370334104,GENERAL MILLS INC,5,11,40704,USA,55426,Minneapolis,30202030,311230,2040,MN,17144,20191231,37033410,GENERAL MILLS INC,20798,37033410
GL,Globe Life Inc,63.93,-0.3926,-0.2989,-0.3871,-0.2451,0,1, GL,10614,20191231,2019,3.80E+106,GLOBE LIFE INC,12,11,320335,USA,75070,McKinney,40301020,524113,6311,TX,62308,20191231,3.80E+14,GLOBE LIFE INC,21764,3.80E+14
GLIBA,Gci Liberty Inc Cl A,50.85,-0.2823,-0.2802,-0.2935,-0.0995,0,0, GLIBA,13664,20191231,2019,36164V305,GCI LIBERTY INC,12,14,808461,USA,80112,Englewood,50101010,517312,4812,CO,17334,20191231,36164V30,G C I LIBERTY INC,9914,36164V30
GLPG,Galapagos NV,190.27,-0.0801,-0.1159,-0.09,0.5532,0,0, GLPG,,,,,,,,,,,,,,,,15373,20191231,36315X10,GALAPAGOS NV,55272,36315X10
GLPI,Gaming & Leisure,22.79,-0.4706,-0.4912,-0.4729,-0.4141,0,0, GLPI,18792,20191231,2019,36467J108,GAMING & LEISURE PPTYS,12,14,1575965,USA,19610,Wyomissing,60101080,531120,6798,PA,14252,20191231,36467J10,GAMING & LEISURE PROPERTIES INC,54610,36467J10
GLW,Corning Inc,17.91,-0.3847,-0.2503,-0.3949,-0.4791,0,1, GLW,3532,20191231,2019,219350105,CORNING INC,12,11,24741,USA,14831,Corning,45203015,334419,3679,NY,22293,20191231,21935010,CORNING INC,20523,21935010
GLYC,Glycomimetics Inc,2.11,-0.6011,-0.3919,-0.5855,-0.8242,0,0, GLYC,18878,20191231,2019,38000Q102,GLYCOMIMETICS INC,12,14,1253689,USA,20850,Rockville,35201010,325414,2836,MD,14431,20191231,38000Q10,GLYCOMIMETICS INC,54718,38000Q10
GM,General Motors Company,18.04,-0.5071,-0.4089,-0.5033,-0.5301,0,1, GM,5073,20191231,2019,37045V100,GENERAL MOTORS CO,12,11,1467858,USA,48265-3000,Detroit,25102010,33611,3711,MI,12369,20191231,37045V10,GENERAL MOTORS CO,53554,37045V10
GNTX,Gentex Corp,20.65,-0.2874,-0.2243,-0.2901,-0.0171,0,0, GNTX,5116,20191231,2019,371901109,GENTEX CORP,12,14,355811,USA,49464,Zeeland,25101010,336390,3714,MI,38659,20191231,37190110,GENTEX CORP,5242,37190110
GO,Grocery Outlet Holding Corp,34.41,0.0604,0.1043,0.0733,0.2069,0,0, GO,,,,,,,,,,,,,,,,18735,20191231,39874R10,GROCERY OUTLET HOLDING CORP,56774,39874R10
GOGL,Golden Ocean Gp,2.91,-0.4991,-0.2707,-0.4641,-0.4327,0,0, GOGL,,,,,,,,,,,,,,,,84566,20191231,G3963720,GOLDEN OCEAN GROUP LTD,15323,G3963720
GOOD,Gladstone Comml,12.33,-0.436,-0.3677,-0.423,-0.4137,0,0, GOOD,154739,20191231,2019,376536108,GLADSTONE COMMERCIAL CORP,12,14,1234006,USA,22102,McLean,60101010,531120,6798,VA,89823,20191231,37653610,GLADSTONE COMMERCIAL CORP,44289,37653610
GOOG,Alphabet Cl C,1097.88,-0.1789,-0.1815,-0.1931,-0.0896,1,1, GOOG,,,,,,,,,,,,,,,,14542,20191231,02079K10,ALPHABET INC,45483,02079K10
GOOGL,Alphabet Cl A,1092.7,-0.1842,-0.1832,-0.1974,-0.0975,1,1, GOOGL,160329,20191231,2019,02079K305,ALPHABET INC,12,14,1652044,USA,94043,Mountain View,50203010,518210,7370,CA,90319,20191231,02079K30,ALPHABET INC,45483,02079K30
GOSS,Gossamer Bio Inc,10.19,-0.348,-0.2474,-0.337,-0.5049,0,0, GOSS,,,,,,,,,,,,,,,,18377,20191231,38341P10,GOSSAMER BIO INC,56633,38341P10
GPC,Genuine Parts Company,58.26,-0.4516,-0.3254,-0.4415,-0.4826,0,1, GPC,5125,20191231,2019,372460105,GENUINE PARTS CO,12,11,40987,USA,30339,Atlanta,25501010,423120,5013,GA,46674,20191231,37246010,GENUINE PARTS CO,20807,37246010
GPN,Global Payments Inc,126.3,-0.3082,-0.3267,-0.3151,-0.0835,0,1, GPN,141913,20191231,2019,37940X102,GLOBAL PAYMENTS INC,12,11,1123360,USA,30326,Atlanta,45102020,518210,7374,GA,88873,20191231,37940X10,GLOBAL PAYMENTS INC,41168,37940X10
GPS,Gap Inc,5.65,-0.6804,-0.5912,-0.676,-0.7837,0,1, GPS,4990,20190131,2018,364760108,GAP INC,1,11,39911,USA,94105,San Francisco,25504010,448140,5651,CA,59010,20191231,36476010,GAP INC,1892,36476010
GRFS,Grifols S.A.,19.18,-0.1765,-0.1502,-0.1817,-0.0443,0,0, GRFS,,,,,,,,,,,,,,,,12886,20191231,39843840,GRIFOLS S A,53822,39843840
GRMN,Garmin Ltd,71.56,-0.2665,-0.2055,-0.2676,-0.192,1,1, GRMN,141459,20191231,2019,H2906T109,GARMIN LTD,12,14,1121788,CHE,8200,Schaffhausen,25201010,334511,3812,,88837,20191231,H2906T10,GARMIN LTD,41059,H2906T10
GRPN,Groupon Cl A,0.7257,-0.6964,-0.3953,-0.6831,-0.7927,0,0, GRPN,187363,20191231,2019,399473107,GROUPON INC,12,14,1490281,USA,60654,Chicago,25502020,519130,7370,IL,13108,20191231,39947310,GROUPON INC,53932,39947310
GRTS,Gritstone Oncology Inc,6.1,-0.32,-0.3029,-0.219,-0.5773,0,0, GRTS,34082,20191231,2019,39868T105,GRITSTONE ONCOLOGY,12,14,1656634,USA,94608,Emeryville,35201010,325414,2836,CA,18116,20191231,39868T10,GRITSTONE ONCOLOGY INC,56523,39868T10
GS,Goldman Sachs Group,146.93,-0.361,-0.2777,-0.3655,-0.2685,0,1, GS,114628,20191231,2019,38141G104,GOLDMAN SACHS GROUP INC,12,11,886982,USA,10282,New York,40203020,523110,6211,NY,86868,20191231,38141G10,GOLDMAN SACHS GROUP INC,35048,38141G10
GSBC,Great Southern Bncp,36.42,-0.4248,-0.2935,-0.422,-0.3123,0,0, GSBC,19428,20191231,2019,390905107,GREAT SOUTHERN BANCORP,12,14,854560,USA,65804,Springfield,40101015,522110,6020,MO,75906,20191231,39090510,GREAT SOUTHERN BANCORP INC,10421,39090510
GSM,Ferroglobe Plc Os,0.4289,-0.5437,-0.4204,-0.5344,-0.8005,0,0, GSM,26753,20191231,2019,G33856108,FERROGLOBE PLC,12,14,1639877,GBR,W1J 6ER,London,15104020,331410,3330,,15862,20191231,G3385610,FERROGLOBE PLC,55495,G3385610
GT,Goodyear Tire Rubber,5.39,-0.6535,-0.3998,-0.6343,-0.7148,0,0, GT,5234,20191231,2019,382550101,GOODYEAR TIRE & RUBBER CO,12,14,42582,USA,44316-0001,Akron,25101020,326211,3011,OH,16432,20191231,38255010,GOODYEAR TIRE & RUBBER CO,20834,38255010
GTHX,G1 Therapeutics Inc,9.57,-0.6379,-0.4519,-0.6298,-0.4387,0,0, GTHX,31294,20191231,2019,3621LQ109,G1 THERAPEUTICS INC,12,14,1560241,USA,27709,Research Triangle Park,35201010,325414,2836,NC,16705,20191231,3621LQ10,G1 THERAPEUTICS INC,55936,3621LQ10
GTLS,Chart Industries IN,23.65,-0.6496,-0.5643,-0.6491,-0.7345,0,0, GTLS,25964,20191231,2019,16115Q308,CHART INDUSTRIES INC,12,14,892553,USA,30107,Ball Ground,20106020,332410,3443,GA,91402,20191231,16115Q30,CHART INDUSTRIES INC,29717,16115Q30
GTYH,Gty Technology Holdings Inc,4.07,-0.309,-0.2097,-0.2847,-0.559,0,0, GTYH,,,,,,,,,,,,,,,,16464,20191231,36240910,G T Y TECHNOLOGY HOLDINGS INC MA,55750,36240910
GWPH,Gw Pharma ADR,81.8,-0.2177,-0.1972,-0.2058,-0.5044,0,0, GWPH,247881,20191231,2019,36197T103,GW PHARMACEUTICALS PLC,12,14,1351288,GBR,CB24 9BZ,Cambridge,35202010,325414,2836,,13926,20191231,36197T10,G W PHARMACEUTICALS PLC,54411,36197T10
GWW,W.W. Grainger,238.76,-0.2947,-0.1648,-0.2991,-0.2337,0,1, GWW,5256,20191231,2019,384802104,GRAINGER (W W) INC,12,11,277135,USA,60045-5201,Lake Forest,20107010,42,5000,IL,52695,20191231,38480210,GRAINGER W W INC,20841,38480210
HA,Hawaiian Hlds Inc,9.54,-0.6743,-0.5018,-0.6721,-0.6537,0,0, HA,60902,20191231,2019,419879101,HAWAIIAN HOLDINGS INC,12,14,1172222,USA,96819,Honolulu,20302010,481111,4512,HI,81666,20191231,41987910,HAWAIIAN HOLDINGS INC,30898,41987910
HAIN,Hain Celestial Group,27.19,0.0476,0.1405,0.051,0.2753,0,0, HAIN,29609,20190630,2019,405217100,HAIN CELESTIAL GROUP INC,6,14,910406,USA,11042,Lake Success,30202030,311,2000,NY,80167,20191231,40521710,HAIN CELESTIAL GROUP INC,12569,40521710
HAL,Halliburton Company,7.61,-0.689,-0.5229,-0.6926,-0.7457,0,1, HAL,5439,20191231,2019,406216101,HALLIBURTON CO,12,11,45012,USA,77032,Houston,10101020,213112,1389,TX,23819,20191231,40621610,HALLIBURTON COMPANY,20868,40621610
HALO,Halozyme Therapeutic,16.25,-0.0835,-0.1871,-0.0835,-0.0585,0,0, HALO,151630,20191231,2019,40637H109,HALOZYME THERAPEUTICS INC,12,14,1159036,USA,92121,San Diego,35201010,325414,2836,CA,90436,20191231,40637H10,HALOZYME THERAPEUTICS INC,45865,40637H10
HAS,Hasbro Inc,66.94,-0.3662,-0.1127,-0.3628,-0.2149,1,1, HAS,5518,20191231,2019,418056107,HASBRO INC,12,14,46080,USA,02861-1059,Pawtucket,25202010,339930,3944,RI,52978,20191231,41805610,HASBRO INC,20887,41805610
HBAN,Huntington Bcshs,6.83,-0.5471,-0.4571,-0.5388,-0.483,1,1, HBAN,5786,20191231,2019,446150104,HUNTINGTON BANCSHARES,12,14,49196,USA,43287,Columbus,40101015,522110,6020,OH,42906,20191231,44615010,HUNTINGTON BANCSHARES INC,2093,44615010
HBI,Hanesbrands Inc,7.17,-0.5172,-0.4194,-0.5024,-0.5979,0,1, HBI,175319,20191231,2019,410345102,HANESBRANDS INC,12,11,1359841,USA,27105,Winston-Salem,25203010,315,2300,NC,91416,20191231,41034510,HANESBRANDS INC,51096,41034510
HBMD,Howard Bancorp MD,9.95,-0.4105,-0.3824,-0.4031,-0.28,0,0, HBMD,166723,20191231,2019,442496105,HOWARD BANCORP INC,12,14,1390162,USA,21224,Baltimore,40101015,522110,6020,MD,13532,20191231,44249610,HOWARD BANCORP INC,54149,44249610
HCA,Hca Holdings Inc,81.83,-0.4464,-0.3645,-0.4469,-0.3763,0,1, HCA,22260,20191231,2019,40412C101,HCA HEALTHCARE INC,12,11,860730,USA,37203,Nashville,35102020,622110,8062,TN,12622,20191231,40412C10,H C A HEALTHCARE INC,53696,40412C10
HCAT,Health Catalyst Inc,25.7,-0.2594,-0.0903,-0.2536,-0.3439,0,0, HCAT,35391,20191231,2019,42225T107,HEALTH CATALYST INC,12,14,1636422,USA,84121,Salt Lake City,35103010,519130,7370,UT,18789,20191231,42225T10,HEALTH CATALYST INC,56804,42225T10
HCSG,Healthcare Svcs Gp,20.8,-0.1447,-0.2392,-0.1486,-0.3891,0,0, HCSG,5539,20191231,2019,421906108,HEALTHCARE SERVICES GROUP,12,14,731012,USA,19020,Bensalem,20201070,561720,7340,PA,41292,20191231,42190610,HEALTHCARE SERVICES GROUP INC,6616,42190610
HD,Home Depot,178.7,-0.1817,-0.216,-0.1838,-0.1002,0,1, HD,5680,20190131,2018,437076102,HOME DEPOT INC,1,11,354950,USA,30339,Atlanta,25504030,444110,5211,GA,66181,20191231,43707610,HOME DEPOT INC,5085,43707610
HDS,HD Supply Hlds Cmm,25.68,-0.3615,-0.3342,-0.3618,-0.4191,0,0, HDS,17812,20190131,2018,40416M105,HD SUPPLY HOLDINGS INC,1,14,1573097,USA,30339,Atlanta,20107010,42,5000,GA,13957,20191231,40416M10,H D SUPPLY HOLDINGS INC,54429,40416M10
HEES,H&E Equip Services,13.47,-0.5971,-0.3973,-0.5837,-0.4861,0,0, HEES,165856,20191231,2019,404030108,H&E EQUIPMENT SERVICES INC,12,14,1339605,USA,70809,Baton Rouge,20107010,423830,5084,LA,91080,20191231,40403010,H & E EQUIPMENT SERVICES INC,50199,40403010
HELE,Helen of Troy Ltd,126.78,-0.2948,-0.2554,-0.3023,0.1421,0,0, HELE,5572,20190228,2018,G4388N106,HELEN OF TROY LTD,2,14,916789,BMU,,Hamilton,25201040,335210,3634,,41452,20191231,G4388N10,HELEN OF TROY LTD,2116,G4388N10
HES,Hess Corp,33.52,-0.4983,-0.4191,-0.52,-0.4372,0,1, HES,1380,20191231,2019,42809H107,HESS CORP,12,11,4447,USA,10036,New York,10102020,2111,1311,NY,28484,20191231,42809H10,HESS CORP,20064,42809H10
HFC,Hollyfrontier Corp,22.38,-0.5587,-0.3241,-0.5355,-0.5444,0,1, HFC,5667,20191231,2019,436106108,HOLLYFRONTIER CORP,12,11,48039,USA,75201,Dallas,10102030,324110,2911,TX,32803,20191231,43610610,HOLLYFRONTIER CORP,20922,43610610
HFFG,HF Foods Group Inc,6.07,-0.6887,-0.665,-0.6778,-0.5381,0,0, HFFG,,,,,,,,,,,,,,,,16922,20191231,40417F10,H F FOODS GROUP INC,56042,40417F10
HIG,Hartford Financial Services Group,32.15,-0.471,-0.3767,-0.4698,-0.3534,0,1, HIG,61739,20191231,2019,416515104,HARTFORD FINANCIAL SERVICES,12,11,874766,USA,6155,Hartford,40301030,524126,6331,CT,82775,20191231,41651510,HARTFORD FINANCIAL SVCS GRP INC,31386,41651510
HII,Huntington Ingalls Industries,181.04,-0.2784,-0.1279,-0.3129,-0.1322,0,1, HII,186310,20191231,2019,446413106,HUNTINGTON INGALLS IND INC,12,11,1501585,USA,23607,Newport News,20101010,336611,3730,VA,12623,20191231,44641310,HUNTINGTON INGALLS INDS INC,53697,44641310
HLIO,Helios Technologies Inc,32.63,-0.2942,-0.2088,-0.294,-0.3345,0,0, HLIO,64254,20191231,2019,42328H109,HELIOS TECHNOLOGIES INC,12,14,1024795,USA,34243,Sarasota,20106020,332912,3490,FL,84438,20191231,42328H10,HELIOS TECHNOLOGIES INC,15267,42328H10
HLNE,Hamilton Lane Incorporated Cl A,49.11,-0.176,-0.2393,-0.1827,0.0901,0,0, HLNE,30076,20190331,2018,407497106,HAMILTON LANE INC,3,14,1433642,USA,19004,Bala Cynwyd,40203010,5239,6282,PA,16632,20191231,40749710,HAMILTON LANE INC,55886,40749710
HLT,Hilton Inc,55.94,-0.4956,-0.4006,-0.4914,-0.3555,0,1, HLT,5643,20191231,2019,43300A203,HILTON WORLDWIDE HOLDINGS,12,11,1585689,USA,22102,McLean,25301020,721110,7011,VA,14338,20191231,43300A20,HILTON WORLDWIDE HOLDINGS INC,54672,43300A20
HMST,Homestreet Inc,20.53,-0.3962,-0.2291,-0.3895,-0.2226,0,0, HMST,187164,20191231,2019,43785V102,HOMESTREET INC,12,14,1518715,USA,98101,Seattle,40102010,522110,6020,WA,13278,20191231,43785V10,HOMESTREET INC,54001,43785V10
HMSY,Hms Hlds Cp,24.48,-0.173,0.0756,-0.1815,-0.1899,0,0, HMSY,26037,20191231,2019,40425J101,HMS HOLDINGS CORP,12,14,1196501,USA,75038,Irving,35103010,524292,6411,TX,78156,20191231,40425J10,H M S HOLDINGS CORP,11871,40425J10
HOG,Harley-Davidson Inc,15.04,-0.5956,-0.4858,-0.5854,-0.6038,0,1, HOG,12389,20191231,2019,412822108,HARLEY-DAVIDSON INC,12,11,793952,USA,53208,Milwaukee,25102020,336991,3751,WI,70033,20191231,41282210,HARLEY DAVIDSON INC,20881,41282210
HOLI,Hollysys Automation,12.56,-0.2346,-0.1704,-0.2599,-0.434,0,0, HOLI,164702,20190630,2019,G45667105,HOLLYSYS AUTOMATION TECH LTD,6,14,1357450,VGB,100176,Beijing,45203010,334513,3823,,92769,20191231,G4566710,HOLLYSYS AUTOMATION TECHNLGS LTD,53073,G4566710
HOLX,Hologic Inc,32.82,-0.3714,-0.3054,-0.3675,-0.3093,1,1, HOLX,20904,20190930,2019,436440101,HOLOGIC INC,9,14,859737,USA,1752,Marlborough,35101010,334517,3844,MA,76095,20191231,43644010,HOLOGIC INC,10504,43644010
HOMB,Home Bancshares Inc,11.21,-0.4298,-0.3343,-0.4254,-0.3789,0,0, HOMB,164633,20191231,2019,436893200,HOME BANCSHARES INC,12,14,1331520,USA,72032,Conway,40101015,522110,6020,AR,91356,20191231,43689320,HOME BANCSHARES INC,50861,43689320
HON,Honeywell International Inc,127.45,-0.2799,-0.2127,-0.2874,-0.2049,0,1, HON,1300,20191231,2019,438516106,HONEYWELL INTERNATIONAL INC,12,11,773840,USA,28202,Charlotte,20105010,336413,9997,NC,10145,20191231,43851610,HONEYWELL INTERNATIONAL INC,22168,43851610
HONE,Harborone Bancorp Inc,7.15,-0.3494,-0.2839,-0.3488,-0.2543,0,0, HONE,27604,20191231,2019,41165Y100,HARBORONE BANCORP INC,12,14,1769617,USA,2301,Brockton,40101015,522110,6020,MA,16097,20191231,41165Y10,HARBORONE BANCORP INC NEW,55587,41165Y10
HOPE,Hope Bancorp Inc,7.27,-0.5108,-0.407,-0.5073,-0.4666,0,0, HOPE,66235,20191231,2019,43940T109,HOPE BANCORP INC,12,14,1128361,USA,90010,Los Angeles,40101015,522110,6020,CA,85741,20191231,43940T10,HOPE BANCORP INC,15933,43940T10
HP,Helmerich & Payne,15.46,-0.6597,-0.5644,-0.6628,-0.7245,0,1, HP,5581,20190930,2019,423452101,HELMERICH & PAYNE,9,11,46765,USA,74119,Tulsa,10101010,213111,1381,OK,32707,20191231,42345210,HELMERICH & PAYNE INC,20902,42345210
HPE,Hewlett Packard Enterprise Comp,9.3,-0.4136,-0.2613,-0.4103,-0.4132,0,1, HPE,26156,20191031,2019,42824C109,HEWLETT PACKARD ENTERPRISE,10,11,1645590,USA,95002,San Jose,45202030,334111,3571,CA,15707,20191231,42824C10,HEWLETT PACKARD ENTERPRISE CO,55421,42824C10
HPQ,Hp Inc,14.48,-0.2954,-0.3022,-0.2947,-0.2668,0,1, HPQ,5606,20191031,2019,40434L105,HP INC,10,11,47217,USA,94304,Palo Alto,45202030,33411,3570,CA,27828,20191231,40434L10,H P INC,20908,40434L10
HQY,Healthequity,41.09,-0.4453,-0.3809,-0.4279,-0.4521,0,0, HQY,20823,20190131,2018,42226A107,HEALTHEQUITY INC,1,14,1428336,USA,84020,Draper,35102030,519130,7370,UT,14803,20191231,42226A10,HEALTHEQUITY INC,54955,42226A10
